external_gene_id,Module.name,kME.CD1.turquoise,kME.CD2.blue,kME.CD3.brown,kME.CD4.yellow,kME.CD5.green,kME.CD6.red,kME.CD7.black,kME.CD8.pink,kME.CD9.magenta,kME.CD10.purple,kME.CD11.greenyellow,kME.CD12.tan,kME.CD13.salmon
PAFAH1B1,CD5,"0,284102338","-0,467674358","-0,051002399","-0,465325269","0,841495569","-0,463242473","0,518506327","-0,374438034","-0,271770668","0,742668932","-0,2272063","-0,296954566","0,708060851"
NOS2,CD1,"0,345716393","0,053769772","-0,274553862","-0,198844217","0,096693843","0,200942045","-0,17368516","0,277111996","0,121536532","0,225025253","-0,088126601","0,060862611","0,300460148"
DNAH9,CD0,"0,164348198","0,156854998","-0,123302139","-0,030586833","-0,008730025","0,185070414","-0,10504798","0,202582607","0,129474558","0,073376719","-0,017365692","0,167195438","0,049426819"
KIAA0100,CD1,"0,466877511","-0,368945447","-0,065802972","-0,102010336","0,295402576","-0,151543315","0,103819579","0,137108695","0,300611098","0,413678147","-0,183002415","-0,098810402","0,374919928"
SLC13A2,CD2,"-0,004159216","0,495538062","-0,270564138","-0,051880361","-0,282430732","0,551701331","-0,430979306","0,372321195","0,010545206","-0,13873776","0,052216921","0,193938223","-0,161760149"
GAS7,CD1,"0,581339261","-0,040397041","-0,154580956","-0,299464199","0,062708075","0,046104546","-0,170936655","0,318818754","0,374208617","0,294161332","-0,196375427","-0,157886963","0,380080506"
TRAPPC6A,CD0,"0,099868484","-0,130060822","0,255173542","0,098591433","-0,007219306","0,030230564","0,046795638","0,109678643","0,198935647","0,143558478","-0,07623261","-0,00810353","-0,084680173"
MATK,CD1,"0,564692178","-0,034008119","-0,375082483","-0,210150141","0,074062405","0,262863703","-0,277409206","0,472185268","0,281701852","0,307786813","-0,218052284","0,096096208","0,370023291"
CEACAM7,CD0,"-0,097127763","0,34808063","-0,032527515","-0,006631306","-0,26329489","0,273027841","-0,268939634","0,142097977","-0,028450458","-0,173900993","0,042320657","0,063468886","-0,19548222"
CD79B,CD6,"-0,100024268","0,319928716","-0,166985468","0,106468761","-0,27957406","0,50598252","-0,287841379","0,316511251","-0,003046056","-0,226826423","0,085567577","0,218526257","-0,240381689"
SCN4A,CD2,"-0,006878919","0,533164851","-0,196379394","-0,078591298","-0,370970968","0,486873116","-0,459023935","0,365343355","0,061669457","-0,219823766","0,003309513","0,171187152","-0,205183046"
ST7L,CD0,"-0,081019675","-0,158969804","0,168075116","0,081568148","0,072970241","-0,119413506","0,199416052","-0,129718999","-0,007233818","0,007735254","0,106698648","0,085781599","0,004474249"
TKTL1,CD2,"-0,157617863","0,45268214","-0,128610975","0,037053027","-0,236252124","0,347009693","-0,265141378","0,163126482","-0,096818129","-0,24232342","0,086639868","0,156977858","-0,218116875"
PAX6,CD4,"-0,226876116","0,030098018","0,190751541","0,832086672","-0,46513653","0,095424647","-0,0997181","0,112776269","0,230597867","-0,461650898","0,133064317","0,019262017","-0,483998546"
RHBDF1,CD4,"-0,195077808","0,374138969","0,034662885","0,376860343","-0,496324802","0,320915253","-0,294782831","0,244019994","0,172835099","-0,469550843","0,172264407","0,366414058","-0,442202416"
LUC7L,CD0,"0,265151989","-0,167958864","0,047833683","-0,014923702","0,054438053","-0,040261802","0,066619821","0,164856377","0,368093595","0,154718023","-0,02605965","0,076725532","0,102155934"
CACNA2D2,CD1,"0,514910134","0,041668235","-0,341646571","-0,179910194","-0,000668448","0,20221047","-0,312534175","0,422570909","0,29078553","0,208118985","-0,301233346","0,002400211","0,389849805"
BAIAP3,CD1,"0,475933808","0,054841783","-0,269183702","-0,087068714","-0,042235969","0,127552308","-0,272119275","0,37958198","0,343063662","0,201012149","-0,156223486","-0,032458248","0,161039024"
TSR3,CD1,"0,43259326","-0,294834598","0,041370941","-0,2226771","0,323818518","-0,042490193","0,102730664","0,162747104","0,280127562","0,55349766","-0,05942434","-0,096573843","0,287303729"
PIGQ,CD0,"0,103965295","0,369358863","-0,286169651","-0,07510036","-0,279894952","0,215674943","-0,423682689","0,286308289","0,058129701","-0,141415885","-0,087884666","0,075858898","-0,08199607"
TEAD3,CD0,"-0,012376432","0,268926903","-0,096705815","0,211547547","-0,337016864","0,331324716","-0,301116017","0,290899237","0,169114854","-0,227550378","0,13644411","0,183889747","-0,257381749"
SELE,CD0,"-0,105578958","0,208452134","-0,092151791","0,021711882","-0,153450207","0,143847959","-0,167047938","0,044856238","-0,076300105","-0,14135255","0,067529349","0,115826503","-0,106005298"
DNAJC11,CD1,"0,47167438","-0,200343323","-0,139942712","-0,243699734","0,224247288","-0,108714155","-0,016082951","0,143429404","0,206501068","0,40281424","-0,11497994","-0,037313921","0,423185699"
FMO3,CD0,"-0,057789339","0,276443827","-0,043941869","0,14960236","-0,317434565","0,335437857","-0,255398961","0,271438123","0,121979293","-0,268186531","0,083443693","0,359638716","-0,212857159"
MYLIP,CD3,"0,013338427","-0,251114266","0,362573245","-0,198819031","0,1820322","-0,177212091","0,291766073","-0,160018902","0,068274938","0,200614351","0,036328518","-0,042211928","0,064223575"
NOX1,CD2,"-0,129578214","0,448830106","-0,204744897","-0,048138141","-0,207639156","0,313183906","-0,280612229","0,125694332","-0,149957028","-0,182239339","0,132223835","0,15910871","-0,157914393"
E2F2,CD2,"-0,074943104","0,573663113","-0,212379337","-0,055466111","-0,294498858","0,357441942","-0,361971896","0,19903292","-0,005036085","-0,208383691","0,136379012","0,125942494","-0,180538908"
PSMB1,CD0,"0,108493796","-0,441043509","0,237505899","-0,026330412","0,435634383","-0,296854793","0,421112569","-0,243248545","-0,004496539","0,469975522","0,065374062","-0,130242531","0,219587711"
SYN1,CD1,"0,779051749","-0,043394926","-0,420433963","-0,333699845","0,170812736","0,045943908","-0,256465584","0,430692276","0,442052222","0,43888607","-0,232184329","-0,079472085","0,540137865"
JARID2,CD0,"0,146716703","-0,085547004","0,061228682","0,265037864","-0,192538683","0,05003984","-0,109378207","0,174587708","0,325253786","-0,094040518","-0,073846889","-0,069209691","-0,036750637"
CDKL5,CD0,"0,128909956","0,210992241","-0,364777192","-0,197175626","0,006712251","0,176903532","-0,221565253","0,152918181","-0,109462599","0,057759204","-0,070194754","0,037034212","0,155307601"
CAMK1G,CD1,"0,620275279","-0,170334617","-0,354331468","-0,286599322","0,298340844","-0,123853812","-0,090295043","0,198384052","0,239744272","0,500632642","-0,242283778","-0,182389258","0,549921661"
TFAP2B,CD0,"0,017400765","0,374496976","-0,207966422","0,043877878","-0,322642473","0,418742821","-0,381060215","0,35522639","0,124368043","-0,201757439","0,03961359","0,167362411","-0,208160722"
DLEC1,CD2,"-0,061676382","0,543141053","-0,171586455","0,023187928","-0,362674765","0,369717473","-0,392148634","0,274621732","0,049435646","-0,26044318","0,060908623","0,118758107","-0,255632431"
CYTH3,CD1,"0,480407753","-0,14094255","-0,295639104","-0,122586862","0,18858791","0,089812629","-0,073146786","0,338090948","0,245316973","0,279147865","-0,181762816","0,060105231","0,34964726"
ADAM22,CD13,"0,508846613","-0,297333039","-0,248133548","-0,384593902","0,46600174","-0,227101152","0,134560474","-0,002777792","0,088048719","0,517351607","-0,259986137","-0,166587961","0,699146613"
SYPL1,CD3,"-0,648248675","-0,162969514","0,792059713","0,455211597","-0,09203633","-0,333745378","0,510375076","-0,524625482","-0,18781843","-0,400145759","0,26210828","0,026007356","-0,465941714"
CYB561,CD1,"0,446812642","-0,014832508","-0,325732162","-0,371719998","0,265049239","-0,11333307","-0,114063809","0,093523942","0,05009679","0,415431069","-0,175678382","-0,108750556","0,45527402"
SPAG9,CD3,"-0,364163693","-0,36470707","0,6108597","0,250071809","0,202411228","-0,337952346","0,608334432","-0,443089903","-0,118632449","-0,060851936","0,081950041","-0,070766422","-0,107292116"
CELSR3,CD1,"0,477578883","0,104094591","-0,340178248","0,05442326","-0,238894505","0,19877682","-0,362635449","0,492404182","0,467181754","-0,068962754","-0,23340707","0,133517447","0,154643741"
AASS,CD3,"-0,43357742","-0,150256458","0,60271936","0,484537777","-0,24113243","-0,133057097","0,22229014","-0,228789833","0,018156405","-0,352585941","0,215127328","-0,05011515","-0,483017126"
PLEKHG6,CD2,"-0,055941966","0,473876729","-0,164147805","-0,059055312","-0,226189187","0,344117402","-0,282261703","0,225000381","-0,022102243","-0,168150673","0,077777584","0,16068988","-0,174637371"
SS18L2,CD0,"0,124554845","-0,301334574","0,038872055","-0,168963476","0,519586085","-0,199334519","0,453085774","-0,186418958","-0,077380174","0,420803232","-0,066744328","-0,142737503","0,357432763"
CRY1,CD0,"-0,262006838","-0,292058749","0,323717214","0,194833356","0,178612169","-0,301376083","0,463120259","-0,334373865","-0,093898291","-0,056500073","0,105492992","-0,024860938","-0,090588534"
PGLYRP1,CD2,"-0,043001622","0,394074401","-0,16479532","-0,025975072","-0,205300915","0,394552788","-0,280267313","0,252863752","-0,004702165","-0,135013621","0,01022813","0,065725792","-0,132310364"
NFIX,CD9,"0,278393758","0,079749844","0,11227333","0,149541198","-0,284989899","0,083326798","-0,242625745","0,351548088","0,496745874","-0,098078318","-0,090421482","0,00307406","-0,078419066"
ST3GAL1,CD1,"0,355482936","-0,017598677","-0,163945207","-0,011095623","-0,090847004","0,037431172","-0,212805317","0,261030134","0,295128009","0,08524966","-0,095376735","0,010844913","0,152600155"
MMP25,CD6,"0,01781261","0,509480221","-0,239311723","0,015296786","-0,45561875","0,583410418","-0,530196605","0,475797378","0,112610108","-0,285302824","0,046240351","0,186130284","-0,246581115"
IL32,CD0,"-0,029434912","0,303665908","-0,075706345","0,099937285","-0,287413196","0,33229027","-0,258497481","0,278223873","0,143338469","-0,210263142","0,110791311","0,304627189","-0,246428427"
PKD1,CD1,"0,627979092","0,016287896","-0,199025057","-0,045983468","-0,160373112","0,195985969","-0,377702551","0,566063419","0,656697954","0,176246273","-0,207927162","-0,002439061","0,211607401"
MAPK8IP2,CD1,"0,779970343","-0,022580017","-0,390656031","-0,307718384","0,022563373","0,254147674","-0,411626589","0,608954664","0,541832529","0,415165136","-0,239839181","-0,068639796","0,407204418"
MED24,CD1,"0,590307949","-0,209377227","-0,124221227","-0,170355409","0,149803571","-0,106588803","-0,070049691","0,254965461","0,445928932","0,414960106","-0,053799138","-0,118131274","0,342870375"
RHOBTB2,CD1,"0,592556366","0,001061918","-0,418192768","-0,159845681","0,043926621","0,210480865","-0,286222208","0,476586971","0,298111239","0,242632044","-0,269116591","0,178964852","0,387126991"
SEC62,CD7,"-0,207915313","-0,319391981","0,171218507","-0,055292708","0,450174926","-0,285709576","0,514018039","-0,440956556","-0,40382206","0,142049087","-0,184400153","-0,175575055","0,203685248"
CSDE1,CD0,"-0,096150546","-0,289138031","0,164288062","-0,040226267","0,340557269","-0,353792094","0,428614219","-0,396270933","-0,216562149","0,124570871","-0,004415794","-0,11620965","0,211886635"
REV3L,CD0,"-0,106961885","-0,403733528","0,176252765","0,225818802","0,236907266","-0,442257277","0,423402896","-0,347430282","-0,090818546","-0,018060357","-0,041315256","-0,110338949","0,089841498"
TENM1,CD0,"0,224886848","-0,374835864","-0,08550621","-0,165789268","0,510502935","-0,365941474","0,367207927","-0,229810318","-0,11498741","0,378234384","-0,223159426","-0,209606379","0,452212255"
PAX7,CD0,"0,19494439","0,250816339","-0,140522725","-0,140493649","-0,073468971","0,232133243","-0,218670557","0,279382269","0,155894616","0,048338031","-0,037060573","0,136003465","0,064553615"
MASP2,CD2,"-0,046078811","0,485635903","-0,141353191","-0,092075001","-0,279634184","0,398431597","-0,358426566","0,26650239","-0,025015","-0,191181246","0,066300428","0,171054833","-0,192139005"
FAM76A,CD0,"-0,083774038","-0,112026554","0,102052376","-0,017662746","0,23386406","-0,262912158","0,292427408","-0,275128291","-0,219686105","0,076378033","-0,027440396","-0,01703565","0,096318141"
TRAF3IP3,CD0,"-0,180279031","0,201125819","0,031161159","0,091211875","-0,133377588","0,162692853","-0,056949715","0,036518908","-0,031389474","-0,15313613","0,379254879","0,191465948","-0,206412533"
POMT2,CD4,"-0,055561696","0,044399233","0,337977566","0,36426172","-0,414918167","0,162823274","-0,135266824","0,21723424","0,369895225","-0,278682116","0,04500063","0,002980666","-0,342313271"
MLXIPL,CD8,"0,367428489","0,282891215","-0,344166067","0,010920577","-0,35862042","0,535070389","-0,544508666","0,65829293","0,413968431","-0,062070755","0,012620268","0,172700692","-0,032907013"
BAZ1B,CD9,"0,24847597","-0,272790765","0,24241194","0,230641794","-0,091656777","-0,064311448","0,085071359","0,146367097","0,517386317","0,031740116","0,013255684","-0,046947033","0,038781134"
RANBP9,CD5,"0,124030969","-0,358138148","-0,166371017","-0,223513069","0,5962431","-0,420092117","0,44859291","-0,346965798","-0,268111869","0,311529355","-0,171102048","-0,2514792","0,536251293"
METTL13,CD5,"0,186002745","-0,356959095","-0,01733799","-0,321492721","0,649176405","-0,361021121","0,423307548","-0,3238018","-0,218821204","0,588905034","-0,114854908","-0,147853756","0,550044332"
DYRK4,CD0,"0,136261511","-0,269879321","0,282844484","0,124685681","0,093496193","-0,101167298","0,188488049","0,038666555","0,313607314","0,227322333","0,118427422","-0,052490391","0,014115581"
ZNF207,CD0,"0,019211418","-0,441615014","0,191888621","0,034648362","0,347957103","-0,316006704","0,449357105","-0,281608793","-0,011191205","0,234435699","0,085411553","-0,091013659","0,191211978"
UQCRC1,CD10,"0,661613949","-0,313517115","-0,115817504","-0,464362981","0,540241159","-0,155247734","0,105769035","0,106635267","0,210900973","0,830966997","-0,155364138","-0,167724565","0,6758825"
CD9,CD3,"-0,465896328","-0,254548617","0,874636446","0,355204369","-0,086607736","-0,248389628","0,43282683","-0,392381254","-0,014276149","-0,224755","0,270230288","-0,066092362","-0,393041975"
NCAPD2,CD3,"-0,293528247","-0,056314878","0,47103605","0,097648269","-0,07067574","-0,159992409","0,235192353","-0,257692702","-0,040918623","-0,160430319","0,120198105","-0,093721446","-0,186953209"
IFFO1,CD1,"0,394963303","-0,120101303","-0,15188358","-0,172989004","0,170026142","0,0315824","-0,046417248","0,236525506","0,270008079","0,315508917","-0,167066908","0,054587571","0,304370523"
GIPR,CD2,"-0,123656028","0,438959268","0,033831998","0,008094137","-0,327418181","0,368322612","-0,281220465","0,210505119","0,046170129","-0,245596921","0,061747343","0,107318285","-0,248226206"
PHF7,CD0,"-0,009128657","0,344409099","-0,109449091","-0,14363078","-0,149181552","0,270502033","-0,24434075","0,172408531","-0,031225348","-0,040820146","0,023306259","0,013043244","-0,065401242"
SEMA3G,CD12,"0,17800393","0,113747125","-0,095174032","-0,133321522","-0,041204649","0,23033088","-0,160829796","0,287748766","0,128668404","0,085692859","0,04013524","0,475658629","0,044837271"
NISCH,CD1,"0,588098427","-0,122136151","-0,205027944","-0,071237666","0,043746908","-0,004311192","-0,199237493","0,345971995","0,5372103","0,354863742","-0,087556783","-0,115263292","0,271878068"
STAB1,CD11,"-0,204651294","0,316264754","0,032665477","0,130603003","-0,277474812","0,151673925","-0,159989039","0,063605933","0,021807876","-0,251258557","0,631912642","0,381767111","-0,323660585"
FUZ,CD9,"0,19105022","0,017735703","0,099891096","-0,008439131","-0,198333364","0,345708755","-0,20218383","0,375231906","0,344468237","0,052601206","0,074091834","0,027922549","-0,075801024"
SLC6A13,CD12,"0,044363353","0,143001015","-0,157966139","-0,007143843","-0,116850102","0,154749255","-0,195678729","0,179102628","0,0266125","-0,055052537","0,018793561","0,468043085","-0,036677218"
IDS,CD0,"0,27108196","0,024339177","-0,350724764","-0,074500998","0,077550455","-0,112001761","-0,093404905","0,096196585","0,081918149","0,057513969","-0,12547651","-0,044461962","0,19209168"
PRSS3,CD0,"0,489612679","-0,089530186","-0,331593337","-0,506278512","0,448043997","-0,051810261","-0,025444964","0,098564143","-0,040907767","0,618825835","-0,190056334","-0,067444739","0,602390827"
ZNF200,CD0,"0,002553419","-0,130466889","0,036881362","0,177281073","0,120738566","-0,120258118","0,193755991","-0,060939045","0,013659242","0,04338333","0,010645228","-0,030534213","0,051251804"
CD4,CD11,"-0,208451807","0,272490248","0,053230483","0,184095434","-0,273166319","0,111655695","-0,136105492","0,044026441","-0,003360102","-0,24107833","0,590617179","0,291468969","-0,318339634"
